GEOID,COMMUNITY,LATITUDE,LONGITUDE,YEAR,SHARC_HALIBUT_LBS,ADFG_SALMON_CHINOOK_NUM,ADFG_SALMON_COHO_NUM,ADFG_SALMON_CHUM_NUM,ADFG_SALMON_PINK_NUM,ADFG_SALMON_SOCK_NUM,ADFG_MINVERT_LBS,ADFG_NONSALMFISH_LBS,ADFG_MMAMMAL_NUM,USFWS_POLAR_BEAR_NUM,USFWS_SEA_OTTER_NUM,USFWS_WALRUS_NUM,ABWC_BELUGA_NUM
200650,AKHIOK,56.9495732,-154.214275,1999,,0,24,20,32,224,,,,,,,                                                                                                                                        
200650,AKHIOK,56.9495732,-154.214275,2000,,4,6,0,0,95,,,18,,,,                                                                                                                                          
200650,AKHIOK,56.9495732,-154.214275,2001,,,,,,,,,7,,,,                                                                                                                                                 
200650,AKHIOK,56.9495732,-154.214275,2002,,0,0,0,0,20,,,6,,,,                                                                                                                                           
200650,AKHIOK,56.9495732,-154.214275,2003,1846,,,,,,1793,151,16,,,,                                                                                                                                     
200650,AKHIOK,56.9495732,-154.214275,2004,1691,0,0,0,11,102,,70,5,,,,                                                                                                                                   
200650,AKHIOK,56.9495732,-154.214275,2005,3587,0,4,0,8,95,,,,,,,                                                                                                                                        
200650,AKHIOK,56.9495732,-154.214275,2006,3563,,,,,,,,13,,,,                                                                                                                                            
200650,AKHIOK,56.9495732,-154.214275,2007,924,,,,,,,,,,,,                                                                                                                                               
200650,AKHIOK,56.9495732,-154.214275,2008,823,0,4,0,4,82,,,2,,,,                                                                                                                                        
200650,AKHIOK,56.9495732,-154.214275,2009,1123,,,,,,,,,,,,                                                                                                                                              
200650,AKHIOK,56.9495732,-154.214275,2010,320,,,,,,,,,,,,                                                                                                                                               
200650,AKHIOK,56.9495732,-154.214275,2011,520,,,,,,,,,,,,                                                                                                                                               
200760,AKIACHAK,60.9161621,-161.4046954,1990,,7168,1621,9133,0,3176,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,1991,,5657,2393,5994,0,4123,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,1992,,4163,2108,5771,0,3095,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,1993,,7231,1351,3492,0,4545,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,1994,,8081,1531,6286,0,3323,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,1995,,6571,677,4074,0,2019,,,,,,,                                                                                                                               
200760,AKIACHAK,60.9161621,-161.4046954,1996,,5209,850,4993,0,2607,,,,,,,                                                                                                                               
200760,AKIACHAK,60.9161621,-161.4046954,1997,,7414,441,1768,0,3014,,,,,,,                                                                                                                               
200760,AKIACHAK,60.9161621,-161.4046954,1998,,6507,489,2467,0,2789,0,129272,70,,,,                                                                                                                      
200760,AKIACHAK,60.9161621,-161.4046954,1999,,5373,663,2741,0,3130,,,,,,,                                                                                                                               
200760,AKIACHAK,60.9161621,-161.4046954,2000,,6124,2509,4589,0,3597,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,2001,,6445,1633,2872,0,4300,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,2002,,6860,1620,5048,0,2440,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,2003,,5346,2611,3943,0,3016,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,2004,,6647,2130,3635,0,2894,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,2005,,4611,1572,2126,0,2134,,,,,,,                                                                                                                              
200760,AKIACHAK,60.9161621,-161.4046954,2006,,4389,1215,3179,212,1999,,,,,,,                                                                                                                            
200760,AKIACHAK,60.9161621,-161.4046954,2007,,7021,2167,4407,672,2896,,,,,,,                                                                                                                            
200760,AKIACHAK,60.9161621,-161.4046954,2008,,9344,4038,3971,0,4631,,,,,,,                                                                                                                              
200870,AKIAK,60.9099817,-161.2163759,1990,,5178,1591,8235,0,1739,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,1991,,3247,2231,6668,0,1708,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,1992,,3207,1137,5907,0,1458,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,1993,,4280,1315,7549,0,3558,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,1994,,4759,1110,4599,0,1786,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,1995,,4118,501,1878,0,643,,,,,,,                                                                                                                                   
200870,AKIAK,60.9099817,-161.2163759,1996,,4569,972,4640,0,1449,,,,,,,                                                                                                                                  
200870,AKIAK,60.9099817,-161.2163759,1997,,3378,846,1725,0,1398,,,,,,,                                                                                                                                  
200870,AKIAK,60.9099817,-161.2163759,1998,,3311,674,2231,0,1510,,,,,,,                                                                                                                                  
200870,AKIAK,60.9099817,-161.2163759,1999,,2356,254,1202,0,1145,,,,,,,                                                                                                                                  
200870,AKIAK,60.9099817,-161.2163759,2000,,2190,483,2456,0,970,,,,,,,                                                                                                                                   
200870,AKIAK,60.9099817,-161.2163759,2001,,3369,564,2093,0,1916,,,,,,,                                                                                                                                  
200870,AKIAK,60.9099817,-161.2163759,2002,,3340,1113,2527,0,1195,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,2003,,3896,1135,2715,0,1698,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,2004,,3653,1236,3211,0,1162,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,2005,,3420,1673,3193,0,1681,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,2006,,3407,348,2417,0,1658,,,,,,,                                                                                                                                  
200870,AKIAK,60.9099817,-161.2163759,2007,,3463,1089,3435,16,3107,,,,,,,                                                                                                                                
200870,AKIAK,60.9099817,-161.2163759,2008,,4674,2202,3598,0,3916,,,,,,,                                                                                                                                 
200870,AKIAK,60.9099817,-161.2163759,2010,,,,,,,192,465892,35,,,,                                                                                                                                       
201090,AKUTAN,54.1381957,-165.7908096,1990,,,,,,,2865,5892,142,,,,                                                                                                                                      
201090,AKUTAN,54.1381957,-165.7908096,1995,,,,,,,,,7,,,,                                                                                                                                                
201090,AKUTAN,54.1381957,-165.7908096,1996,,,,,,,,,8,,,,                                                                                                                                                
201090,AKUTAN,54.1381957,-165.7908096,1997,,,,,,,,,14,,,,                                                                                                                                               
201090,AKUTAN,54.1381957,-165.7908096,1998,,,,,,,,,14,,,,                                                                                                                                               
201090,AKUTAN,54.1381957,-165.7908096,2000,,,,,,,,,26,,0,,                                                                                                                                              
201090,AKUTAN,54.1381957,-165.7908096,2001,,,,,,,,,14,,0,,                                                                                                                                              
201090,AKUTAN,54.1381957,-165.7908096,2002,,,,,,,,,13,,0,,                                                                                                                                              
201090,AKUTAN,54.1381957,-165.7908096,2003,9612,0,0,0,0,2,,,20,,0,,                                                                                                                                     
201090,AKUTAN,54.1381957,-165.7908096,2004,14985,1,0,0,0,28,,,15,,1,,                                                                                                                                   
201090,AKUTAN,54.1381957,-165.7908096,2005,15011,0,0,0,0,0,,,,,0,,                                                                                                                                      
201090,AKUTAN,54.1381957,-165.7908096,2006,12412,,,,,,,,2,,0,,                                                                                                                                          
201090,AKUTAN,54.1381957,-165.7908096,2007,3603,,,,,,,,,,0,,                                                                                                                                            
201090,AKUTAN,54.1381957,-165.7908096,2008,6029,,,,,,,,4,,0,,                                                                                                                                           
201090,AKUTAN,54.1381957,-165.7908096,2009,2993,,,,,,,,,,0,,                                                                                                                                            
201090,AKUTAN,54.1381957,-165.7908096,2010,790,,,,,,,,,,0,,                                                                                                                                             
201200,ALAKANUK,62.7111604,-164.6447123,1990,,,,,,,,,,,,,14                                                                                                                                             
201200,ALAKANUK,62.7111604,-164.6447123,1991,,0,0,0,0,19,,,,,,,                                                                                                                                         
201200,ALAKANUK,62.7111604,-164.6447123,1992,,590,889,10158,0,0,,,,,,,10                                                                                                                                
201200,ALAKANUK,62.7111604,-164.6447123,1993,,2562,138,9130,0,0,,,,,,,                                                                                                                                  
201200,ALAKANUK,62.7111604,-164.6447123,1994,,1045,94,6045,0,0,,,,,,,10                                                                                                                                 
201200,ALAKANUK,62.7111604,-164.6447123,1995,,1191,658,11168,124,0,,,,,,,                                                                                                                               
201200,ALAKANUK,62.7111604,-164.6447123,1996,,632,99,6032,33,0,,,,,,,                                                                                                                                   
201200,ALAKANUK,62.7111604,-164.6447123,1997,,2058,882,8693,33,0,,,,,,,7                                                                                                                                
201200,ALAKANUK,62.7111604,-164.6447123,1998,,1934,292,6498,239,0,,,,,,,14                                                                                                                              
201200,ALAKANUK,62.7111604,-164.6447123,1999,,1236,108,4366,0,0,,,,,,,                                                                                                                                  
201200,ALAKANUK,62.7111604,-164.6447123,2000,,1109,84,6771,38,0,,,,,,,9                                                                                                                                 
201200,ALAKANUK,62.7111604,-164.6447123,2001,,973,414,7024,0,0,,,,,,,13                                                                                                                                 
201200,ALAKANUK,62.7111604,-164.6447123,2002,,1773,183,7860,130,0,,,,,,,                                                                                                                                
201200,ALAKANUK,62.7111604,-164.6447123,2003,,1712,258,5768,0,0,,,,,,,                                                                                                                                  
201200,ALAKANUK,62.7111604,-164.6447123,2004,,1328,209,7569,233,0,,,,,,,32                                                                                                                              
201200,ALAKANUK,62.7111604,-164.6447123,2005,,860,322,6314,49,0,,,,,,,37                                                                                                                                
201200,ALAKANUK,62.7111604,-164.6447123,2006,,690,101,8414,115,0,,,,,,,15                                                                                                                               
201200,ALAKANUK,62.7111604,-164.6447123,2007,,1257,857,8959,32,0,,,,,,,4                                                                                                                                
201200,ALAKANUK,62.7111604,-164.6447123,2008,,1238,157,7304,494,0,,,,,,,15                                                                                                                              
201200,ALAKANUK,62.7111604,-164.6447123,2009,,,,,,,,,,,,,15                                                                                                                                             
201200,ALAKANUK,62.7111604,-164.6447123,2010,,,,,,,,,,,,,14                                                                                                                                             
201200,ALAKANUK,62.7111604,-164.6447123,2011,,,,,,,,,,,,,12                                                                                                                                             
201305,ALATNA,66.5639294,-152.8380024,1992,,42,0,617,0,0,,,,,,,                                                                                                                                         
201305,ALATNA,66.5639294,-152.8380024,1993,,4,0,54,0,0,,,,,,,                                                                                                                                           
201305,ALATNA,66.5639294,-152.8380024,1995,,10,0,140,0,0,,,,,,,                                                                                                                                         
201305,ALATNA,66.5639294,-152.8380024,1996,,2,0,209,0,0,,,,,,,                                                                                                                                          
201305,ALATNA,66.5639294,-152.8380024,1997,,38,0,145,0,0,,,,,,,                                                                                                                                         
201305,ALATNA,66.5639294,-152.8380024,1998,,4,0,11,0,0,,,,,,,                                                                                                                                           
201305,ALATNA,66.5639294,-152.8380024,1999,,10,0,99,0,0,,,,,,,                                                                                                                                          
201305,ALATNA,66.5639294,-152.8380024,2000,,8,0,15,0,0,,,,,,,                                                                                                                                           
201305,ALATNA,66.5639294,-152.8380024,2002,,3,0,25,0,0,,,,,,,                                                                                                                                           
201305,ALATNA,66.5639294,-152.8380024,2003,,12,7,50,0,0,,,,,,,                                                                                                                                          
201305,ALATNA,66.5639294,-152.8380024,2004,,0,0,16,0,0,,,,,,,                                                                                                                                           
201305,ALATNA,66.5639294,-152.8380024,2005,,0,0,5,0,0,,,,,,,                                                                                                                                            
201305,ALATNA,66.5639294,-152.8380024,2006,,14,0,110,0,0,,,,,,,                                                                                                                                         
201305,ALATNA,66.5639294,-152.8380024,2007,,0,0,18,0,0,,,,,,,                                                                                                                                           
201305,ALATNA,66.5639294,-152.8380024,2008,,16,0,66,0,0,,,,,,,                                                                                                                                          
201305,ALATNA,66.5639294,-152.8380024,2011,,,,,,,0,3696,0,,,,                                                                                                                                           
201420,ALEKNAGIK,59.2889609,-158.6643428,1990,,134,74,96,4,1836,,,,,,,                                                                                                                                  
201420,ALEKNAGIK,59.2889609,-158.6643428,1991,,459,236,26,0,2121,,,,,,,                                                                                                                                 
201420,ALEKNAGIK,59.2889609,-158.6643428,1992,,242,105,76,51,1740,,,,,,,                                                                                                                                
201420,ALEKNAGIK,59.2889609,-158.6643428,1993,,257,42,35,4,2209,,,,,,,3                                                                                                                                 
201420,ALEKNAGIK,59.2889609,-158.6643428,1994,,361,203,22,21,1713,,,,,,,1                                                                                                                               
201420,ALEKNAGIK,59.2889609,-158.6643428,1995,,214,107,65,0,1094,,,12,,,,1                                                                                                                              
201420,ALEKNAGIK,59.2889609,-158.6643428,1996,,733,134,22,19,867,,,7,,,,1                                                                                                                               
201420,ALEKNAGIK,59.2889609,-158.6643428,1997,,711,94,35,1,1068,,,12,,,,0                                                                                                                               
201420,ALEKNAGIK,59.2889609,-158.6643428,1998,,223,102,27,10,934,,,8,,,,0                                                                                                                               
201420,ALEKNAGIK,59.2889609,-158.6643428,1999,,235,55,13,0,1229,,,,,,,2                                                                                                                                 
201420,ALEKNAGIK,59.2889609,-158.6643428,2000,,187,134,55,0,735,,,8,,,0,1                                                                                                                               
201420,ALEKNAGIK,59.2889609,-158.6643428,2001,,,,,,,,,0,,,0,2                                                                                                                                           
201420,ALEKNAGIK,59.2889609,-158.6643428,2002,,,,,,,,,0,,,0,2                                                                                                                                           
201420,ALEKNAGIK,59.2889609,-158.6643428,2004,,885,187,68,14,1051,,,0,,,0,2                                                                                                                             
201420,ALEKNAGIK,59.2889609,-158.6643428,2005,,470,105,82,6,1131,,,,,,0,3                                                                                                                               
201420,ALEKNAGIK,59.2889609,-158.6643428,2006,,482,155,95,10,1305,,,9,,,0,1                                                                                                                             
201420,ALEKNAGIK,59.2889609,-158.6643428,2007,,284,94,8,0,1021,,,0,,,0,1                                                                                                                                
201420,ALEKNAGIK,59.2889609,-158.6643428,2008,,1198,142,125,0,1844,106,40971,59,,,0,1                                                                                                                   
201420,ALEKNAGIK,59.2889609,-158.6643428,2009,,,,,,,,,,,,0,2                                                                                                                                            
201420,ALEKNAGIK,59.2889609,-158.6643428,2010,,,,,,,,,,,,0,1                                                                                                                                            
,ALEXANDER CREEK,,,1997,,0,6,0,0,647,,,,,,,                                                                                                                                                             
,ALEXANDER CREEK,,,2006,,60,0,0,0,100,,,,,,,                                                                                                                                                            
201860,ALLAKAKET,66.5645439,-152.6498075,1992,,395,0,7820,0,0,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,1993,,135,3,2884,0,0,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,1995,,321,0,6656,0,0,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,1996,,82,39,5629,0,0,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,1997,,423,50,4186,0,0,,,,,,,                                                                                                                                   
201860,ALLAKAKET,66.5645439,-152.6498075,1998,,85,0,912,0,0,,,,,,,                                                                                                                                      
201860,ALLAKAKET,66.5645439,-152.6498075,1999,,108,0,2265,0,0,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,2000,,41,0,1557,0,0,,,,,,,                                                                                                                                     
201860,ALLAKAKET,66.5645439,-152.6498075,2001,,76,25,1654,0,0,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,2002,,200,56,6342,0,0,,,,,,,                                                                                                                                   
201860,ALLAKAKET,66.5645439,-152.6498075,2003,,306,99,4488,0,0,,,,,,,                                                                                                                                   
201860,ALLAKAKET,66.5645439,-152.6498075,2004,,66,17,3335,0,5,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,2005,,68,205,3092,0,44,,,,,,,                                                                                                                                  
201860,ALLAKAKET,66.5645439,-152.6498075,2006,,23,25,5563,0,0,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,2007,,53,66,4390,0,0,,,,,,,                                                                                                                                    
201860,ALLAKAKET,66.5645439,-152.6498075,2008,,58,152,4574,0,0,,,,,,,                                                                                                                                   
201860,ALLAKAKET,66.5645439,-152.6498075,2011,,,,,,,0,136143,0,,,,                                                                                                                                      
201970,AMBLER,67.100657,-157.8478028,1994,,0,5,6444,0,0,,,,,,,                                                                                                                                          
201970,AMBLER,67.100657,-157.8478028,1995,,1,0,8558,1,5,,,,,,,                                                                                                                                          
201970,AMBLER,67.100657,-157.8478028,1996,,1,6,9102,65,2,,,,,,,                                                                                                                                         
201970,AMBLER,67.100657,-157.8478028,1997,,76,2,2757,20,9,,,,,,,                                                                                                                                        
201970,AMBLER,67.100657,-157.8478028,1998,,0,0,2443,3,22,,,,,,,                                                                                                                                         
201970,AMBLER,67.100657,-157.8478028,1999,,0,100,626,0,50,,,,,,,                                                                                                                                        
201970,AMBLER,67.100657,-157.8478028,2000,,0,0,5009,0,0,,,,,,,                                                                                                                                          
201970,AMBLER,67.100657,-157.8478028,2003,,9,48,1719,64,1,,,,,,,                                                                                                                                        
201970,AMBLER,67.100657,-157.8478028,2004,,33,24,3446,6,3,,,,,,,                                                                                                                                        
201970,AMBLER,67.100657,-157.8478028,2006,,0,2,0,0,30,,,,,,,                                                                                                                                            
201970,AMBLER,67.100657,-157.8478028,2007,,0,0,0,0,6,,,,,,,                                                                                                                                             
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,1991,,0,12,0,0,0,,,,,,,                                                                                                                                   
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,1992,,0,20,0,0,8,,,,,,,                                                                                                                                   
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,1993,,0,15,0,0,15,,,,,,,                                                                                                                                  
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,1994,,0,0,0,0,2,,,,,,,                                                                                                                                    
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,1996,,4,3,0,0,35,,,,,,,                                                                                                                                   
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,1997,,0,0,0,0,30,,,,,,,                                                                                                                                   
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,2005,,0,0,0,0,45,,,,,,,                                                                                                                                   
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,2007,,0,0,0,0,15,,,,,,,                                                                                                                                   
202080,ANAKTUVUK PASS,68.1517915,-151.7000705,2011,,,,,,,0,22026,0,,,,                                                                                                                                  
203110,ANCHOR POINT,59.7509786,-151.7021526,1990,,1,10,0,0,68,,,,,,,                                                                                                                                    
203110,ANCHOR POINT,59.7509786,-151.7021526,1991,,0,24,0,0,20,,,,,,,                                                                                                                                    
203110,ANCHOR POINT,59.7509786,-151.7021526,1992,,0,0,0,0,36,,,,,,,                                                                                                                                     
203110,ANCHOR POINT,59.7509786,-151.7021526,1993,,0,0,0,0,14,,,,,,,                                                                                                                                     
203110,ANCHOR POINT,59.7509786,-151.7021526,1995,,0,0,0,0,15,,,,,,,                                                                                                                                     
203110,ANCHOR POINT,59.7509786,-151.7021526,1996,,0,0,0,0,25,,,,,,,                                                                                                                                     
203110,ANCHOR POINT,59.7509786,-151.7021526,1997,,0,2,0,0,10,,,,,,,                                                                                                                                     
203110,ANCHOR POINT,59.7509786,-151.7021526,1998,,1,0,0,0,163,2541,1323,0,,,,                                                                                                                           
203110,ANCHOR POINT,59.7509786,-151.7021526,1999,,4,0,0,0,188,,,,,,,                                                                                                                                    
203110,ANCHOR POINT,59.7509786,-151.7021526,2000,,8,0,0,0,50,,,,,,,                                                                                                                                     
203110,ANCHOR POINT,59.7509786,-151.7021526,2001,,0,0,0,0,80,,,,,,,                                                                                                                                     
203110,ANCHOR POINT,59.7509786,-151.7021526,2003,155,4,0,0,0,5,,,,,,,                                                                                                                                   
203110,ANCHOR POINT,59.7509786,-151.7021526,2004,1888,23,0,0,0,170,,,,,,,                                                                                                                               
203110,ANCHOR POINT,59.7509786,-151.7021526,2005,942,0,0,0,0,328,,,,,,,                                                                                                                                 
203110,ANCHOR POINT,59.7509786,-151.7021526,2006,0,30,0,0,0,389,,,,,,,                                                                                                                                  
203110,ANCHOR POINT,59.7509786,-151.7021526,2007,0,17,1,0,0,197,,,,,,,                                                                                                                                  
203110,ANCHOR POINT,59.7509786,-151.7021526,2008,218,13,0,0,0,223,,,,,,,                                                                                                                                
203110,ANCHOR POINT,59.7509786,-151.7021526,2009,529,,,,,,,,,,,,                                                                                                                                        
203110,ANCHOR POINT,59.7509786,-151.7021526,2010,150,,,,,,,,,,,,                                                                                                                                        
203000,ANCHORAGE,61.177549,-149.2743541,1990,,839,708,62,170,22922,,,,,,,                                                                                                                               
203000,ANCHORAGE,61.177549,-149.2743541,1991,,1449,1632,95,43,38019,,,,,,,                                                                                                                              
203000,ANCHORAGE,61.177549,-149.2743541,1992,,1351,933,538,413,42036,,,,,,,                                                                                                                             
203000,ANCHORAGE,61.177549,-149.2743541,1993,,1282,1010,136,7,44688,,,,,,,                                                                                                                              
203000,ANCHORAGE,61.177549,-149.2743541,1994,,1997,968,109,81,57336,,,,,,,                                                                                                                              
203000,ANCHORAGE,61.177549,-149.2743541,1995,,2620,2752,261,6,49254,,,4,,,,                                                                                                                             
203000,ANCHORAGE,61.177549,-149.2743541,1996,,1746,1859,284,128,46739,,,29,,,,                                                                                                                          
