Study	NST_Site	General_Location	Specific_Location	Sample_ID	Latitude	Longitude	Fiscal_Year	Collection_Date	Matrix	Scientific_Name	Method	Parameter	Value	Qualifier	Unit	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	4-Methyldibenzothiophene	1.27	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	4/9-Methylphenanthrene	1.82	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Acenaphthene	1.93	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Acenaphthylene	0.838	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Anthracene	0.633	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benz[a]anthracene	0.956		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benzo(a)fluoranthene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benzo(b)fluorene	0.511	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benzo[a]pyrene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benzo[b]fluoranthene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benzo[e]pyrene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benzo[g,h,i]perylene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benzo[k]fluoranthene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Benzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Biphenyl	5.46		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Benzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Chrysenes	1.1	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Decalin	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Dibenzo[a,h]anthracene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Dibenzothiophenes	1.81	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Fluoranthenes_Pyrenes	2.13	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Fluorenes	3.58		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Naphthalenes	18		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Naphthobenzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C1-Phenanthrenes_Anthracenes	4.35	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Benzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Chrysenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Decalin	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Dibenzo[a,h]anthracene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Dibenzothiophenes	2.1		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Fluoranthenes_Pyrenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Fluorenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Naphthalenes	21.4		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Naphthobenzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C2-Phenanthrenes_Anthracenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C20-TAS	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C21-TAS	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C26(20R)/C27(20S)-TAS	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C26(20S)-TAS	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C27(20R)-TAS	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C28(20R)-TAS	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C28(20S)-TAS	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C29-Hopane	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Benzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Chrysenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Decalin	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Dibenzo[a,h]anthracene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Dibenzothiophenes	0.783	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Fluoranthenes_Pyrenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Fluorenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Naphthalenes	16.5		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Naphthobenzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C3-Phenanthrenes_Anthracenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C30-Hopane	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C4-Benzothiophenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C4-Chrysenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C4-Decalin	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C4-Dibenzothiophenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C4-Fluoranthenes_Pyrenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C4-Naphthalenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C4-Naphthobenzothiophenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	C4-Phenanthrenes_Anthracenes	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Carbazole	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Chrysene	1.17	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Decalin	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Dibenzo[a,h]anthracene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Dibenzofuran	6.67		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Dibenzothiophene	2.07		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Fluoranthene	1.28		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Fluorene	4.72		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Indeno[1,2,3-c,d]pyrene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Naphthalene	14.6		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Naphthobenzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Perylene	2.57	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Phenanthrene	8.94		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-1AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	Pyrene	1.59	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	1,6,7-Trimethylnaphthalene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	1-Methyldibenzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	1-Methylfluorene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	1-Methylnaphthalene	7.32		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	1-Methylphenanthrene	0.41	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	18a-Oleanane	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	2,6-Dimethylnaphthalene	4.72		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	2-Methylanthracene	0.09	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	2-Methylfluoranthene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	2-Methylnaphthalene	9.88		ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	2-Methylphenanthrene	0.521	Below the MDL	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	2/3-Methyldibenzothiophene	0	Not detected	ng/dry g	
Alaska Arctic Study	AKC_15-018	Chukchi Sea	Peard Bay	BA2015AKC-15-018-2AF	70.85295	-158.95015	2015	8/19/2015 12:00:00 AM	Fish	Pleuronectes glacialis	B&B SOP1006	3,6-Dimethylphenanthrene	0	Not detected	ng/dry g	
