Study	NST_Site	General_Location	Specific_Location	Sample_ID	Latitude	Longitude	Fiscal_Year	Collection_Date	Matrix	Scientific_Name	Method	Parameter	Value	Qualifier	Unit	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzo[g,h,i]perylene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzo[k]fluoranthene	0.2	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzothiophene	0.9	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Biphenyl	8.8		ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Benzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Chrysenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Decalin	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Dibenzothiophenes	1.4	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Fluoranthenes_Pyrenes	1.2	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Fluorenes	2.2	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Naphthalenes	13.5	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Naphthobenzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Phenanthrenes_Anthracenes	2.8	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Benzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Chrysenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Decalin	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Dibenzothiophenes	1.4	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Fluoranthenes_Pyrenes	0.8	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Fluorenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Naphthalenes	11.4	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Naphthobenzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Phenanthrenes_Anthracenes	3.8	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C29-Hopane	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Benzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Chrysenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Decalin	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Dibenzothiophenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Fluoranthenes_Pyrenes	1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Fluorenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Naphthalenes	7	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Naphthobenzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Phenanthrenes_Anthracenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C30-Hopane	22.4		ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C4-Chrysenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C4-Decalin	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C4-Naphthalenes	8.8	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C4-Phenanthrenes_Anthracenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Chrysene	0.9	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Cis_Trans Decalin	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Dibenzo[a,h]anthracene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Dibenzofuran	11.1		ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Dibenzothiophene	1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Fluoranthene	2.8	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Fluorene	6.7		ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Indeno[1,2,3-c,d]pyrene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Naphthalene	29		ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Naphthobenzothiophene	0.7	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Perylene	2.7	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Phenanthrene	9.6		ng/dry g	
North Pacific Research Board Alaska Study	NPR_NHA	Nanwalek	Nanwalek	BA2010NPR_NHA	59.3	-151.9	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Pyrene	1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	1,6,7-Trimethylnaphthalene	1.5		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	1-Methylnaphthalene	8.9		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	1-Methylphenanthrene	0.8	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	18a-Oleanane	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	2,6-Dimethylnaphthalene	6.5		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	2-Methylnaphthalene	15.1		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Acenaphthene	3.8		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Acenaphthylene	1.1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Anthracene	3.9		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benz[a]anthracene	0.7	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzo[a]pyrene	14.5		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzo[b]fluoranthene	1.2	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzo[e]pyrene	1.6	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzo[g,h,i]perylene	1.1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzo[k]fluoranthene	0.4	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Benzothiophene	1.1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	Biphenyl	9.3		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Benzothiophene	9.7		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Chrysenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Decalin	33.9		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Dibenzothiophenes	1.3	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Fluoranthenes_Pyrenes	2.5	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Fluorenes	3.2	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Naphthalenes	14.7	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Naphthobenzothiophene	1.1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C1-Phenanthrenes_Anthracenes	3.1	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Benzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Chrysenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Decalin	25.6		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Dibenzothiophenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Fluoranthenes_Pyrenes	1.5	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Fluorenes	8		ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Naphthalenes	15.6	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Naphthobenzothiophene	1.4	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C2-Phenanthrenes_Anthracenes	4.8	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C29-Hopane	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Benzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Chrysenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Decalin	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Dibenzothiophenes	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Fluoranthenes_Pyrenes	1.3	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Fluorenes	5.5	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Naphthalenes	11.9	Below the MDL	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Naphthobenzothiophene	0	Not detected	ng/dry g	
North Pacific Research Board Alaska Study	NPR_PHGA	Port Graham	Murphy's Slough	BA2010NPR_PHGA	59.562	-151.7	2010	5/28/2010 12:00:00 AM	Clam	Mya Arenaria	PAH-2010	C3-Phenanthrenes_Anthracenes	2.2	Below the MDL	ng/dry g	
