GEOID,COMMUNITY,LATITUDE,LONGITUDE,YEAR,SHARC_HALIBUT_LBS,ADFG_SALMON_CHINOOK_NUM,ADFG_SALMON_COHO_NUM,ADFG_SALMON_CHUM_NUM,ADFG_SALMON_PINK_NUM,ADFG_SALMON_SOCK_NUM,ADFG_MINVERT_LBS,ADFG_NONSALMFISH_LBS,ADFG_MMAMMAL_NUM,USFWS_POLAR_BEAR_NUM,USFWS_SEA_OTTER_NUM,USFWS_WALRUS_NUM,ABWC_BELUGA_NUM,Halibut_kg,Invert_kg,NonSalmon_kg,Chinook_kg,Coho_kg,Chum_kg,Sockeye_kg,Pink_kg,PolarBear_kg,SeaOtter_kg,Walrus_kg,Beluga_kg
200650,AKHIOK,56.9495732,-154.214275,2011,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.82766439909295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1990,NA,7168,1621,9133,0,3176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71680,4863,22832.5,7146,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1991,NA,5657,2393,5994,0,4123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56570,7179,14985,9276.75,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1992,NA,4163,2108,5771,0,3095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41630,6324,14427.5,6963.75,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1993,NA,7231,1351,3492,0,4545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72310,4053,8730,10226.25,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1994,NA,8081,1531,6286,0,3323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80810,4593,15715,7476.75,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1995,NA,6571,677,4074,0,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65710,2031,10185,4542.75,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1996,NA,5209,850,4993,0,2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52090,2550,12482.5,5865.75,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1997,NA,7414,441,1768,0,3014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74140,1323,4420,6781.5,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1998,NA,6507,489,2467,0,2789,0,129272,70,NA,NA,NA,NA,NA,0,58626.75736961451,65070,1467,6167.5,6275.25,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,1999,NA,5373,663,2741,0,3130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53730,1989,6852.5,7042.5,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2000,NA,6124,2509,4589,0,3597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61240,7527,11472.5,8093.25,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2001,NA,6445,1633,2872,0,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64450,4899,7180,9675,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2002,NA,6860,1620,5048,0,2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68600,4860,12620,5490,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2003,NA,5346,2611,3943,0,3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53460,7833,9857.5,6786,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2004,NA,6647,2130,3635,0,2894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66470,6390,9087.5,6511.5,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2005,NA,4611,1572,2126,0,2134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46110,4716,5315,4801.5,0,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2006,NA,4389,1215,3179,212,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43890,3645,7947.5,4497.75,318,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2007,NA,7021,2167,4407,672,2896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70210,6501,11017.5,6516,1008,NA,NA,NA,NA
200760,AKIACHAK,60.9161621,-161.4046954,2008,NA,9344,4038,3971,0,4631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93440,12114,9927.5,10419.75,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1990,NA,5178,1591,8235,0,1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51780,4773,20587.5,3912.75,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1991,NA,3247,2231,6668,0,1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32470,6693,16670,3843,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1992,NA,3207,1137,5907,0,1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32070,3411,14767.5,3280.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1993,NA,4280,1315,7549,0,3558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42800,3945,18872.5,8005.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1994,NA,4759,1110,4599,0,1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47590,3330,11497.5,4018.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1995,NA,4118,501,1878,0,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41180,1503,4695,1446.75,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1996,NA,4569,972,4640,0,1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45690,2916,11600,3260.25,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1997,NA,3378,846,1725,0,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33780,2538,4312.5,3145.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1998,NA,3311,674,2231,0,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33110,2022,5577.5,3397.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,1999,NA,2356,254,1202,0,1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23560,762,3005,2576.25,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2000,NA,2190,483,2456,0,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21900,1449,6140,2182.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2001,NA,3369,564,2093,0,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33690,1692,5232.5,4311,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2002,NA,3340,1113,2527,0,1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33400,3339,6317.5,2688.75,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2003,NA,3896,1135,2715,0,1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38960,3405,6787.5,3820.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2004,NA,3653,1236,3211,0,1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36530,3708,8027.5,2614.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2005,NA,3420,1673,3193,0,1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34200,5019,7982.5,3782.25,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2006,NA,3407,348,2417,0,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34070,1044,6042.5,3730.5,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2007,NA,3463,1089,3435,16,3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34630,3267,8587.5,6990.75,24,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2008,NA,4674,2202,3598,0,3916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46740,6606,8995,8811,0,NA,NA,NA,NA
200870,AKIAK,60.9099817,-161.2163759,2010,NA,NA,NA,NA,NA,NA,192,465892,35,NA,NA,NA,NA,NA,87.07482993197279,211288.88888888888,NA,NA,NA,NA,NA,NA,NA,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,1990,NA,NA,NA,NA,NA,NA,2865,5892,142,NA,NA,NA,NA,NA,1299.3197278911564,2672.108843537415,NA,NA,NA,NA,NA,NA,NA,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,1995,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,1996,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,1997,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,1998,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2000,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2001,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2002,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2003,9612,0,0,0,0,2,NA,NA,20,NA,0,NA,NA,4359.183673469388,NA,NA,0,0,0,4.5,0,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2004,14985,1,0,0,0,28,NA,NA,15,NA,1,NA,NA,6795.918367346939,NA,NA,10,0,0,63,0,NA,14,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2005,15011,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,6807.7097505668935,NA,NA,0,0,0,0,0,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2006,12412,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,5629.024943310657,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2007,3603,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1634.0136054421769,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2008,6029,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,2734.2403628117913,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2009,2993,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1357.3696145124716,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
201090,AKUTAN,54.1381957,-165.7908096,2010,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,358.2766439909297,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
201200,ALAKANUK,62.7111604,-164.6447123,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7700
201200,ALAKANUK,62.7111604,-164.6447123,1991,NA,0,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.75,0,NA,NA,NA,NA
201200,ALAKANUK,62.7111604,-164.6447123,1992,NA,590,889,10158,0,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,5900,2667,25395,0,0,NA,NA,NA,5500
201200,ALAKANUK,62.7111604,-164.6447123,1993,NA,2562,138,9130,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25620,414,22825,0,0,NA,NA,NA,NA
201200,ALAKANUK,62.7111604,-164.6447123,1994,NA,1045,94,6045,0,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,10450,282,15112.5,0,0,NA,NA,NA,5500
201200,ALAKANUK,62.7111604,-164.6447123,1995,NA,1191,658,11168,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11910,1974,27920,0,186,NA,NA,NA,NA
201200,ALAKANUK,62.7111604,-164.6447123,1996,NA,632,99,6032,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6320,297,15080,0,49.5,NA,NA,NA,NA
201200,ALAKANUK,62.7111604,-164.6447123,1997,NA,2058,882,8693,33,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,20580,2646,21732.5,0,49.5,NA,NA,NA,3850
201200,ALAKANUK,62.7111604,-164.6447123,1998,NA,1934,292,6498,239,0,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,19340,876,16245,0,358.5,NA,NA,NA,7700
201200,ALAKANUK,62.7111604,-164.6447123,1999,NA,1236,108,4366,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12360,324,10915,0,0,NA,NA,NA,NA
201200,ALAKANUK,62.7111604,-164.6447123,2000,NA,1109,84,6771,38,0,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,11090,252,16927.5,0,57,NA,NA,NA,4950
201200,ALAKANUK,62.7111604,-164.6447123,2001,NA,973,414,7024,0,0,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,9730,1242,17560,0,0,NA,NA,NA,7150
201200,ALAKANUK,62.7111604,-164.6447123,2002,NA,1773,183,7860,130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17730,549,19650,0,195,NA,NA,NA,NA
201200,ALAKANUK,62.7111604,-164.6447123,2003,NA,1712,258,5768,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17120,774,14420,0,0,NA,NA,NA,NA
201200,ALAKANUK,62.7111604,-164.6447123,2004,NA,1328,209,7569,233,0,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,13280,627,18922.5,0,349.5,NA,NA,NA,17600
201200,ALAKANUK,62.7111604,-164.6447123,2005,NA,860,322,6314,49,0,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,8600,966,15785,0,73.5,NA,NA,NA,20350
201200,ALAKANUK,62.7111604,-164.6447123,2006,NA,690,101,8414,115,0,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,6900,303,21035,0,172.5,NA,NA,NA,8250
201200,ALAKANUK,62.7111604,-164.6447123,2007,NA,1257,857,8959,32,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,12570,2571,22397.5,0,48,NA,NA,NA,2200
201200,ALAKANUK,62.7111604,-164.6447123,2008,NA,1238,157,7304,494,0,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,12380,471,18260,0,741,NA,NA,NA,8250
201200,ALAKANUK,62.7111604,-164.6447123,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8250
201200,ALAKANUK,62.7111604,-164.6447123,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7700
201200,ALAKANUK,62.7111604,-164.6447123,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6600
201305,ALATNA,66.5639294,-152.8380024,1992,NA,42,0,617,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,0,1542.5,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,1993,NA,4,0,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,135,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,1995,NA,10,0,140,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,350,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,1996,NA,2,0,209,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,522.5,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,1997,NA,38,0,145,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,0,362.5,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,1998,NA,4,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,27.5,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,1999,NA,10,0,99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,247.5,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,2000,NA,8,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,37.5,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,2002,NA,3,0,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,62.5,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,2003,NA,12,7,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,21,125,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,2004,NA,0,0,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,2005,NA,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.5,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,2006,NA,14,0,110,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0,275,0,0,NA,NA,NA,NA
201305,ALATNA,66.5639294,-152.8380024,2007,NA,0,0,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45,0,0,NA,NA,NA,NA
